age,weight,steps,calories,activity_level,heart_rate
53,68,19822,2420,1,94.37322331075066
59,60,17226,3874,3,128.03758243450386
58,51,2319,3777,2,92.96693369856058
38,90,17417,2897,2,99.78847925216891
47,85,14448,2676,3,123.22714618766454
40,83,13543,3618,3,131.85765708739564
55,97,7484,3527,3,111.6296236018455
41,66,14012,1661,1,91.24444049482214
31,53,1885,2866,3,120.43950901390761
47,60,18195,2769,2,104.21938726140634
52,86,15845,2169,1,81.5486526195135
59,67,13200,2994,1,76.07449234164837
49,87,16062,3541,3,123.82895072016136
51,57,15677,2202,2,111.46014414914447
42,99,12619,3763,3,126.45398627742478
57,83,12034,1947,1,84.03625480990314
46,62,13494,2673,1,82.09071165110338
54,64,7861,3514,2,94.56240843064671
59,64,18840,2335,2,107.89155028742373
21,56,6614,3187,2,92.3824889863522
50,89,7342,2887,2,96.39836251922263
53,82,1709,2716,3,112.56911712464202
28,52,6662,2304,3,125.47939228118186
40,83,6559,1541,1,76.58059174261
53,72,11320,3248,2,104.10943312199696
21,73,8531,3200,1,74.9570995045488
41,67,18462,2973,1,86.73308401941935
28,58,19556,2724,2,111.29281075590407
41,90,12809,3817,1,89.63294260822165
49,76,17993,2629,2,110.11025358289359
36,76,6385,3921,3,118.28673207490576
51,61,1879,3600,2,92.05503556740837
43,62,4458,2116,3,120.92282355853278
51,66,5583,2295,1,74.6273230450268
26,93,13985,2361,2,117.51470038466229
45,64,17464,3039,1,98.85703189078741
50,80,5051,2971,1,79.6882778645476
27,76,7320,3321,2,90.24361943347526
33,74,17072,3491,1,86.87349610330298
45,75,11207,3257,3,124.18094789670576
22,57,18614,3677,1,90.00730331525394
40,83,14975,2481,2,111.8475919581251
48,51,1105,2659,1,77.2913907707939
31,81,14722,2576,3,134.60224279427743
42,85,8115,1625,3,114.96775245852142
31,93,5277,2196,1,70.13187759701768
39,96,9279,1541,1,86.21640769652417
53,61,7777,3887,3,116.84706986252242
51,62,9249,3859,3,124.06632057483091
19,78,14528,2031,1,98.48583611878205
46,55,7369,3196,1,72.64149582975953
41,99,15134,1698,3,124.91066981950527
35,95,14477,2810,2,114.14183874646223
23,78,2116,3278,1,85.48370261062158
18,83,12386,2452,2,113.69306012396878
54,57,19806,3389,2,112.52462511243482
52,65,13266,1535,3,119.72279972142071
50,95,17000,3955,3,125.47574257322361
37,74,15620,1667,2,109.7204061916664
28,61,10384,2068,1,88.06904664077074
29,54,6289,3285,3,123.83490102931177
47,83,12604,3982,1,85.52626547198552
46,52,1394,3494,1,81.15227883297194
48,69,19695,2482,3,121.84763586974067
19,56,14887,3393,2,113.07272784347933
29,65,2638,3649,3,114.86150163266666
42,78,2538,3287,2,103.404318235412
56,72,17136,2931,1,89.15054912465216
53,84,4915,3358,2,90.16760846249572
20,94,11551,2825,2,111.29688302984353
54,59,14994,1804,1,91.76820430740324
44,92,19397,1550,2,109.21362702668334
53,67,15407,2377,2,116.86135009485416
58,86,11918,2181,3,115.0001526755262
44,90,17699,2418,2,117.79270343772254
32,53,16488,2458,1,97.36400613573134
31,53,13208,3595,3,127.68423626268168
50,67,17537,2653,1,91.29387177733447
54,60,14202,1939,1,75.13121806854053
42,77,3447,1840,1,75.84448180570566
57,55,15475,3918,2,109.0929973412202
31,74,2788,2417,1,77.01632693014663
39,88,7936,2940,3,112.52315584948813
18,75,10219,1809,1,87.2723976467382
38,62,9207,3542,2,95.980207337762
52,66,19487,1856,1,91.16105904756168
18,88,5531,1615,1,79.96294667742957
32,89,18642,3969,3,139.44632683242799
37,74,9153,2168,1,91.79193980597668
51,52,16999,1556,2,109.82673262602717
33,82,18186,3616,1,85.77875560895657
22,65,5929,3266,2,97.60984272136605
29,86,7092,2798,3,123.70915392489157
49,80,15579,2470,2,101.08194552430905
40,68,13578,1501,2,100.78511453985199
18,63,8988,2489,2,104.52472211369002
51,65,4822,2013,3,107.56981925598336
56,76,1859,3990,1,65.85676565162353
19,52,9753,2911,2,91.50929205316521
52,67,7109,3190,2,95.68855557648213
26,83,18738,2396,3,132.01787242142933
24,61,14947,3411,2,102.93620441664426
23,80,18372,1598,2,113.54522838913063
29,65,16678,3097,2,115.88405023472191
58,65,18930,1623,3,123.47434782668557
49,59,5294,2522,1,74.45702047797654
29,51,13725,3817,2,109.26105752392714
57,92,2048,1649,2,86.2697534189833
49,96,1542,2135,1,74.68853874985729
33,51,14342,3018,2,106.38110127239625
36,56,7962,3965,3,114.53340470727883
51,59,9867,2430,2,102.04495421855191
28,71,8585,3991,3,122.58329580301732
18,96,12067,1948,1,90.95103847851608
22,93,14237,2125,2,104.80878950489439
21,65,9061,2228,2,111.23671457842245
33,94,19462,2387,3,135.1548211276841
30,81,15007,3787,2,105.07340403558999
27,70,2329,3814,1,84.59872765738362
53,79,16120,2150,1,90.06406317089642
32,64,18236,1642,3,124.73705823604811
39,59,1620,2925,1,71.97495067031078
18,78,373,2261,2,98.44202611550688
48,62,6050,3983,1,76.27005818045237
26,87,9325,3078,2,103.10794697158825
46,72,10663,2679,1,75.09989519073318
32,86,891,2838,1,66.3228312695731
27,72,3519,1792,2,98.25394092958342
56,85,17726,2982,2,107.81569355531788
35,57,15726,2714,1,89.97970880196016
44,52,52,3178,3,115.20052635595513
47,86,17225,2003,3,131.38131256434696
52,57,18188,2999,1,89.97715679315313
33,52,19143,1889,2,113.30343664130243
31,73,15600,3890,3,125.1659065835357
19,98,8387,1983,2,98.55167423775072
37,59,12699,2898,1,82.71424802488617
43,67,18191,1931,2,110.88668559403466
29,82,18304,3779,1,100.03728609162707
19,97,17433,2757,1,88.8426084878595
26,92,9809,2872,1,78.31069439998318
18,69,14191,3543,2,104.83467001720423
47,78,12918,1569,1,83.58352786194651
20,86,13108,3693,3,129.29787573295832
58,86,6543,1936,3,120.27628927821203
41,93,12269,3960,1,84.75359204085434
51,70,10325,2013,2,95.93108177828883
40,62,17302,3737,3,128.4116720608004
19,98,2918,3818,2,99.0216930986625
20,93,6107,2357,3,127.19045191779546
32,60,17919,3181,1,89.3467774498552
44,71,6804,1624,1,82.11465314328098
37,69,14710,1825,2,104.58686772275416
49,69,1359,2379,2,86.64187797741442
23,65,15199,3817,2,117.58634784040785
53,63,9578,1943,3,132.53125635591428
53,78,11239,3547,2,104.43208477402038
25,65,313,3972,1,76.40441223280541
36,68,13208,3174,2,113.37316063122199
59,58,5515,3145,3,119.7242268095112
45,61,12576,2851,3,123.16298245870087
25,92,4827,3356,3,120.18135433393
40,99,11614,3922,1,83.20107356640099
52,53,313,2370,1,75.87339193205167
31,74,6394,2998,3,121.74496357498077
21,65,4423,3305,3,113.76567507915505
54,82,7784,1593,1,77.92296919926773
26,51,13978,1918,3,126.14786009671222
21,94,2054,3452,2,92.82932998641841
41,89,13124,2114,3,122.09103070033318
27,75,19813,2152,3,135.8041248335803
57,88,12071,3244,1,76.55065647128681
43,65,1399,3724,3,124.34604740320327
25,82,7280,3507,1,82.93347702226619
50,66,13968,2049,1,88.5082829783928
24,65,368,1808,1,72.8414390118346
45,77,8738,2481,3,120.75757805163015
25,95,1235,2980,3,119.302008553814
35,55,13887,2535,1,87.83687580508942
50,84,6353,2287,2,106.31967647576202
26,61,15598,2194,3,132.33495102250654
33,83,2842,1536,1,79.58974728102332
27,95,4875,2216,3,114.21547513268533
37,79,2783,2878,3,112.91999315887733
54,65,3955,1889,1,76.2281197739895
57,92,18224,2763,3,138.96453534710275
55,62,15505,2877,3,130.88326622954165
54,84,13726,2492,1,85.7584408206649
39,78,18362,3426,1,95.0399710057796
47,50,9732,2554,1,93.25643637060449
46,96,9614,3371,1,74.65053119954365
50,57,15602,3002,2,100.69158236989651
36,66,5595,2717,2,101.98231587799643
47,98,16347,3083,2,99.81980854750476
57,84,1455,2805,3,106.68891937712597
21,59,19576,2426,3,134.31695442919263
29,53,4472,2284,1,76.82041883365984
34,64,16024,3910,3,126.61401689726742
22,71,15078,3228,2,106.30701892082564
33,97,2580,2261,2,100.09567825147492
42,55,13370,3150,1,91.42317770434299
54,70,18731,2899,1,85.33731475950495
31,51,15809,2582,2,112.20299567682144
39,90,476,3802,3,117.15221946604959
18,81,13282,3871,1,90.87436671497245
39,57,7215,3487,3,119.74532889093017
59,54,2370,1910,3,105.23663153393208
39,86,6962,1777,2,96.51637433130017
20,79,4700,3156,2,103.43947741646797
29,67,19010,2420,1,91.97533893062294
55,50,18313,2929,1,81.11496255061621
44,86,6271,1677,1,77.77341035705786
32,73,12086,3346,3,122.92456915854987
28,87,12317,2082,1,85.15642222672639
54,62,6938,2170,3,122.30818666812391
43,67,1812,1967,1,71.75625765880528
58,98,3869,2971,3,108.9625285555467
47,54,19717,1900,1,91.17499478386111
45,77,8085,2342,1,84.93373900312473
38,81,12195,2573,3,129.55469216230054
48,85,6823,3980,2,95.98393212002308
45,59,17354,3785,1,76.58897515392306
46,86,9632,1522,2,102.84629806251108
55,89,11791,3825,1,83.59357792146378
57,59,2273,3156,2,88.13416127525686
41,92,12596,3715,2,99.18357003683958
35,70,11040,2317,1,86.12384039029172
43,57,17611,3770,1,96.14059396984592
54,66,5811,3897,3,120.58903837816385
34,84,18488,2296,3,138.24222740806084
31,81,16692,1696,2,108.81181876552236
27,73,11021,2270,3,127.15445232105886
50,52,17614,1828,3,123.5283816020928
21,59,9877,3477,1,83.091230535828
49,63,6910,1774,3,116.83740883754706
24,96,15707,3779,3,126.11559857318524
39,62,7327,1962,3,119.65434177226744
57,58,6191,2140,3,112.82326596244233
24,96,2388,3137,2,99.32894825094561
41,52,6008,2162,2,96.37644740408491
43,57,8521,1837,3,126.26685162524782
30,95,19169,1966,1,100.11815755541012
24,62,695,3443,3,109.74126243476528
46,91,19398,1855,3,121.17584467620635
46,98,17842,2730,1,83.9615895689775
51,93,10123,3440,1,78.67136422997397
49,94,7155,3116,3,113.78724874442197
39,69,19421,1723,1,94.79684388193824
38,74,5678,1845,2,103.03762417217933
50,97,17322,2109,3,122.24577542628688
58,89,13345,2208,1,80.0659243655563
32,81,13491,3438,2,98.0468930074674
36,65,19286,3405,2,107.7133288986421
36,93,11224,1804,1,86.11691550624441
48,59,981,2254,2,92.57079911918377
33,73,5155,2731,1,86.05426690424613
59,72,14912,2609,1,79.55090147845573
54,92,18189,3393,2,113.06811617359777
25,60,1781,1585,1,77.01825379981817
56,61,238,2640,3,107.19004134039353
30,67,6771,3549,1,76.35992198000741
18,93,14365,1933,3,135.4565836972555
32,78,8917,3890,3,117.51065043319929
47,94,11256,3337,3,121.49575124799227
48,61,16936,2082,2,107.9526783157132
37,70,186,2571,3,102.73446800372221
20,80,7570,2250,2,116.92928712448199
19,69,16056,3320,2,106.299243175838
42,51,8788,3583,2,101.39800819968013
54,75,2115,1674,1,67.72208283371859
32,56,15741,2372,2,107.00521448025194
25,53,6753,3872,1,83.4112031008998
40,79,18404,3371,1,87.91959140240456
40,77,13366,3478,3,119.63105396395504
29,78,6517,2491,1,82.4355487664239
57,90,11269,2071,2,102.66926696442314
40,80,4417,2164,1,77.99043597387423
19,63,12307,1610,3,129.83296198821176
40,50,4850,1805,3,114.84307806805295
36,61,17299,1583,2,106.76703208841809
29,95,19511,2819,2,108.24798226684675
30,53,978,1613,1,62.726212152899585
35,86,13479,3114,2,114.41169994014138
51,69,9555,3706,1,81.18820717167968
19,84,1441,3161,2,95.3920700772275
55,75,5076,2986,3,113.00948671668296
49,87,4968,1738,3,113.32144178546415
58,95,18256,3892,3,126.6510352373382
21,59,16469,3547,3,134.4232393529268
30,62,242,2316,2,93.09976243616916
20,56,5745,2394,3,110.87369427400697
59,99,19568,2845,3,125.3744419182736
33,85,19452,1549,1,87.79157118257277
43,86,4747,3695,3,125.96535917380366
43,54,3450,1575,1,77.48856946147474
52,64,2708,3436,1,72.1665142477973
42,97,1236,3714,3,111.15859454495974
34,56,640,3295,1,79.82084286606826
49,93,10609,1928,1,83.80798220369122
39,84,7677,3531,2,110.04521334312805
39,76,10911,3863,3,120.51813307372518
24,64,14869,2578,3,134.67853408679366
40,63,16161,2463,2,107.59682090948272
54,71,4274,2277,1,81.65857068542216
37,72,4224,1922,1,83.30809149072968
47,91,2714,1653,2,105.09128317552222
32,80,18101,1530,2,116.14333899263158
43,74,10587,3555,2,101.93211305816523
57,53,15918,3288,2,108.100989347588
29,73,19237,2900,2,115.16025517751214
58,52,16496,3738,2,99.569170718431
54,62,8169,3597,3,119.20204028779274
56,84,16260,3578,1,78.83251339414053
41,60,12644,2856,3,134.18754539167486
26,70,13237,2292,2,110.9308609939162
43,57,3373,1772,3,119.506217807691
35,99,1947,2392,1,81.43547493124848
43,59,11104,3994,2,105.78330677674666
20,52,13678,3465,3,129.64330315014516
59,95,11204,2631,2,95.1113955672829
23,94,11947,3495,3,130.9972880918976
29,69,16580,3755,3,127.38339573039262
19,62,18798,2903,3,138.67975095192313
18,75,9902,3096,3,118.57993422768338
53,92,8993,3993,1,83.41343655509783
50,60,1878,1770,2,93.15983827068364
24,67,6529,3846,1,75.50573689340187
18,86,16233,3252,3,129.86662586741124
33,98,11944,2910,2,110.29277794020241
20,99,9822,3639,2,100.11381120733279
54,71,12157,1670,2,102.4331021839719
56,69,8268,2898,1,76.93986147792374
50,59,3730,3278,1,78.12474293706428
55,67,1995,3361,2,92.06569903922758
37,57,6642,3192,2,100.42549831575273
28,81,8490,3372,2,104.86124222990462
31,90,19840,3470,3,137.87445118392498
36,83,11447,2192,3,117.65797569096448
30,82,14747,2375,3,126.27330016780456
20,79,860,3019,1,70.98302368945475
29,60,6308,3928,2,110.55363372248513
57,82,6717,3657,3,109.65350880582996
34,51,5925,1782,3,115.85873105255534
32,93,2965,3328,2,94.13070041132266
46,90,177,3285,1,74.54668252544603
29,62,16411,2179,2,108.00637406038781
27,76,3597,2432,1,81.44853511904007
20,55,16012,3430,1,94.26859333062443
57,79,11426,1838,1,77.75327101805314
36,54,13043,2459,1,78.25705562505192
53,50,2593,3508,1,72.28859757906329
52,83,3189,2005,1,69.37387398523859
44,64,13683,1535,3,132.6542892958898
39,98,3739,2909,3,113.7313650159246
23,75,4944,2983,2,103.48929013978046
27,61,11198,2129,2,102.25423632500843
51,81,6305,2145,2,99.81428075483659
55,79,7995,1948,2,94.16830285807717
40,78,1299,3981,1,70.84481648946954
54,77,7557,1569,1,77.67070207682805
38,55,17987,3673,1,100.81281030074742
32,80,16459,2513,2,119.5800060967224
23,62,19886,2555,2,111.71027913236327
51,78,7492,3243,1,73.76582448271112
33,63,4831,2598,1,81.39886705112134
58,57,843,2191,3,100.24377537014917
28,99,8973,3730,3,130.75839607995437
51,69,2340,3916,1,74.04674704544782
59,94,17563,3929,1,88.01463393037167
28,78,4436,2867,3,116.22350412503926
41,73,4142,3979,1,76.56386927909622
24,53,14839,3840,2,106.61825676274508
26,74,19221,3229,1,96.1152827181165
53,62,17379,3364,1,84.40947691057599
58,94,17632,2696,2,107.66619209860268
53,55,1044,2769,3,111.36630339381271
18,82,6777,3234,1,87.33855871205795
47,56,13483,1573,2,102.04098141527496
51,63,12438,3301,3,125.85440381300205
55,82,17125,1533,2,105.58787190797557
39,88,652,2264,1,79.86381900253011
31,52,12116,2553,2,92.42994952712759
19,57,8415,2574,1,85.22107448574454
39,52,8602,2655,2,96.54665123280424
26,63,2627,3961,2,101.35590298052632
56,90,19449,3222,2,108.11700717195198
56,53,15024,2199,3,123.47023990737593
20,77,19849,1768,1,96.63605709631095
46,59,4741,3847,2,98.88173394153395
29,58,6425,3518,1,83.33987450437951
42,98,17676,3785,2,109.46089418883062
50,60,5613,2995,2,94.09682792771781
38,74,966,3007,3,113.96589274715734
25,83,18456,3515,1,93.83351008072742
46,84,7688,2931,2,101.72765954592768
29,62,11813,3204,3,121.77174512670888
45,67,12945,2836,1,86.27705921971548
22,84,6671,2555,1,79.16366851541214
47,73,1616,3692,3,114.85109216452803
50,93,18617,2530,3,129.0883805597284
24,51,17567,2822,1,100.931625745063
36,80,10339,3229,2,97.55120372767622
46,65,19508,3970,2,98.84451307407394
47,83,6120,1963,2,97.08552856094926
37,67,13347,2763,1,81.88690561536671
20,82,17992,3444,3,134.4004479858009
46,99,1221,2851,3,105.9077975755191
59,55,14384,2996,3,113.90090128195177
20,65,11175,3456,2,107.97156663551333
43,77,2537,3001,1,57.516671981895215
46,88,329,2999,2,100.78890957156261
22,69,17519,1951,1,95.91553504931903
24,81,3679,1757,2,103.71418580149712
27,86,12872,2828,1,96.12781774530069
22,97,10415,3951,2,112.93253747364714
22,95,19100,3892,3,134.7680146075991
55,66,15796,2178,3,127.8041769455368
50,89,14828,2563,1,87.3351020829855
28,75,14398,2344,2,98.10232076092129
53,57,5990,2979,3,113.94395331965579
38,75,8541,1887,3,121.7029573947954
59,98,12967,3381,2,104.55385450899418
56,93,19578,3060,3,137.30629491191888
28,67,12518,3645,1,89.76096200360631
25,75,6242,2349,3,123.5757856301431
40,86,4211,3645,2,100.89395598262249
21,50,7944,2103,1,80.12889216518832
27,79,17740,3965,2,116.76387811881298
51,80,18885,3162,1,95.30252670718419
24,70,3410,3669,3,126.32761871915744
49,83,5303,3872,2,84.73280146865663
36,70,4550,3839,1,78.03743619521103
44,86,3556,2586,1,66.37507844094506
29,75,16618,3220,1,94.22283061742036
33,67,16684,1662,2,111.59810619447038
26,89,15129,1736,1,95.19529698690808
40,72,7656,1539,3,122.06181306277433
18,95,1683,3924,1,79.1581286248776
24,68,2665,3312,3,117.38028151604946
57,96,16801,3915,1,94.05399175364192
29,87,19262,3928,2,124.826541685806
23,61,12122,3695,2,112.17592071797685
56,50,12741,3337,1,82.73054982917375
45,53,9742,2613,2,104.81408852500233
18,95,9299,3573,2,106.25260191876939
44,97,11038,2673,3,122.85990892602119
18,81,5147,1893,3,122.34852628350394
41,71,16407,1942,1,92.35671855055456
35,62,5641,2140,3,124.22692287228965
56,90,5037,3337,2,95.469966836923
44,84,8971,3401,2,97.55725001294883
57,60,4368,3016,3,112.35041190807675
22,76,17126,1856,1,88.2214100603074
39,66,14880,2810,2,110.52731138660177
48,67,12465,2007,3,126.52642097480707
33,77,810,2217,1,73.42545976884536
42,80,10060,2703,3,121.55364767536734
48,62,9032,2579,2,95.6047022428882
23,89,14663,1744,3,131.0712021986319
26,92,884,3275,1,67.68413857765992
41,51,6312,1916,2,102.17929066750958
56,95,6397,1727,2,92.34962306221398
47,84,2913,2231,1,78.1239754696982
34,90,2575,2811,1,74.86518344327868
38,91,9293,2873,1,78.5925349177031
47,79,15605,2512,1,82.13450583574647
51,65,6898,3473,3,111.57998431551458
56,52,8984,2583,3,113.9432994163196
19,56,15284,2148,1,88.63621354404586
42,51,2059,3074,1,63.637820618746105
27,56,16486,1827,3,136.04072220640182
27,71,5930,3261,3,124.72931750297802
51,56,5537,3455,2,96.12503453253935
20,81,14875,3012,1,87.28635312204061
54,95,18695,3388,3,129.5433534557582
49,88,11205,3703,3,119.30798954242184
46,79,18333,1950,2,112.71863280975558
45,67,1123,3719,3,114.58560620639194
23,63,1520,2728,3,117.71757189467935
26,57,13569,3613,2,102.2751101388145
33,69,11616,3697,3,127.94966996514916
38,71,19237,2541,1,91.84703639400573
42,66,9828,2587,2,103.04414641501361
58,83,1111,2787,3,101.74092388204541
25,71,16770,1636,1,84.6669693976679
46,69,16601,3031,1,91.6795396272153
53,52,13104,3972,3,122.07371821017007
47,74,2492,3950,3,106.42415232436754
47,52,5575,2268,2,88.10729406925974
27,64,16827,1619,1,86.55510714196944
51,90,11167,2663,3,111.46324362016523
18,89,9730,2634,1,80.64867935652012
47,64,17494,1606,1,91.3996309629833
42,79,5327,2586,1,74.83200004450121
45,71,6902,2505,2,100.00113809917293
39,98,8857,3962,3,119.58078217092287
46,87,9796,2251,2,107.91404040072847
56,70,9347,2566,1,75.5356802946484
54,50,3297,3325,3,95.0960492683637
40,67,15913,2177,2,113.04584796855765
26,73,10245,1572,2,88.9558636805923
25,50,15025,2585,3,123.56305793763609
27,97,12970,2220,1,88.6118427402023
52,83,14970,2332,2,108.65102030941993
41,56,13569,3292,1,88.36480899843407
38,66,4930,2063,2,100.28439163584092
33,85,6381,2090,2,100.12398720817454
21,74,10607,3473,2,95.4950424422193
49,80,19994,2736,2,98.62379848916483
56,55,16852,2015,1,86.76185138211527
32,79,14559,3783,2,104.44443443779933
44,63,8164,1816,3,110.94118816120167
53,90,9810,2004,3,126.783422078958
28,73,9695,2650,3,128.75809276613288
52,65,17686,3058,3,125.54833736299165
41,54,5061,2622,2,98.59276378973718
39,64,15979,2733,1,81.31130427911559
24,53,4784,3906,1,80.61126052155532
34,95,11994,3201,3,134.30552912262047
33,99,16510,3342,3,131.4721035118417
24,93,802,3351,1,77.4422532983087
40,96,11576,2915,3,124.03691524485136
49,82,16371,2836,1,93.29133672880411
35,77,8988,3286,1,75.06501700585514
45,81,16914,2210,3,124.95563291449074
18,63,15601,2913,1,96.27712227929685
35,74,1237,3351,1,69.82769536008236
41,90,8703,2527,1,74.29941829241433
20,94,1021,1624,3,123.54035448560911
54,76,17299,3068,3,120.36161776296703
23,59,16184,2867,1,91.69533897862915
24,87,14450,2372,2,113.08246831859245
51,90,7263,2182,1,80.88882620064459
46,92,11359,3731,2,102.00864157951884
21,80,10151,3988,1,82.09873209896095
25,57,13433,2902,1,88.56161519687379
54,63,1901,3021,2,98.42713600753613
50,84,13774,3825,1,83.06332509209278
59,61,2158,2386,3,109.37306613192561
43,98,5913,1880,1,82.18353487543469
43,62,2774,3128,1,71.52077448048996
26,85,11890,3769,1,80.63785841009677
38,67,6219,3253,3,115.94548980065856
31,59,5407,3285,1,72.83603667803803
33,51,10522,2713,2,103.31298939907151
22,79,2267,2478,1,83.5238570481069
53,94,11322,3204,3,120.07216746784539
27,75,4453,2676,1,80.89949798423633
39,95,10448,3955,1,77.86159672916793
35,96,10945,3704,2,112.32591469433065
27,67,15259,1926,3,137.6180030268359
53,98,4035,2965,1,78.5534467195514
46,75,145,2609,3,108.87481170923502
30,63,11386,2748,2,101.07528321641816
24,57,10489,3036,2,117.4671896283185
36,97,2555,2477,1,83.53386482048349
37,52,2836,2349,1,71.0477640764639
28,54,8647,1926,1,77.50775434294984
28,98,3145,3753,1,80.72332735535602
41,74,9474,3344,1,81.69784484824515
45,57,10612,3136,1,76.48697512379476
45,92,9867,3146,3,124.31974420902644
53,69,1161,2151,2,94.62142878922077
36,85,7899,1898,3,122.65797518763509
39,73,3621,2724,3,109.22806951462053
35,90,6042,3224,2,95.37716739337306
49,89,2430,2080,2,88.38510910941336
56,88,13062,3573,3,121.52242873560951
44,58,15896,2273,3,126.6465953418322
54,74,6487,2595,2,95.64506391443928
42,84,10236,3431,2,113.15891991146259
56,89,16889,2457,1,85.48360737368398
40,76,2751,3746,3,115.9126177429454
51,80,202,2610,1,70.42744322844185
24,51,8450,2255,1,73.15083709981485
36,53,5429,2563,3,126.10461861799925
20,53,1019,1999,1,75.65597830934237
41,64,1112,1732,3,101.41133355048575
55,96,12993,2133,1,85.64055563394776
34,59,12970,3978,3,129.83405399528075
39,58,13791,3695,1,82.37497284422604
20,81,14635,3564,2,109.4685315687656
59,58,19766,1538,3,121.79834556989114
26,60,8956,3611,3,128.14002828630578
24,80,12069,3280,2,109.95402068128722
31,65,4567,1652,2,101.97135081489978
43,76,5454,3327,1,76.316454462965
20,83,1154,2914,3,119.0509917515267
36,59,5598,2479,2,96.69896951757043
21,79,12131,2916,2,114.35797150766274
43,71,19341,2899,3,124.24304033586087
38,64,18230,3755,2,106.9488539481112
56,91,14845,1691,2,110.61748927097709
38,95,3335,3195,1,60.59055974386864
45,95,14053,2468,2,107.32991838613684
58,85,2106,3558,1,74.46214930575088
55,65,1047,2666,2,89.18030195891747
26,69,1635,3030,3,118.93718191099346
54,61,4368,2390,2,96.01486079807444
19,56,3898,2978,3,120.01639677786055
57,63,5626,2836,3,110.31704306876175
50,74,8110,3006,2,97.4175583066164
36,75,8135,3242,1,81.52401756632142
31,62,12275,2474,2,102.73819557861869
31,73,7815,2356,3,124.62698437615504
25,91,13250,3995,3,125.30375839542084
53,87,2175,1911,2,95.72378891910176
40,53,4007,3925,1,74.12779072276699
22,50,296,2090,1,77.69384899560373
29,50,11787,1868,3,119.04824596949041
48,77,4460,3638,2,100.79487597057617
34,67,7683,1596,1,75.43853836724037
46,71,9232,3721,3,124.02949745301412
23,63,19019,3571,3,137.83664245731782
29,90,11509,3903,2,100.68713952903467
29,88,14939,3604,1,86.31348227834437
52,72,574,1711,3,108.69929309163967
54,91,19581,1710,1,80.30644323264127
55,83,6400,1817,2,89.90489240028762
41,84,9116,3252,3,128.15356040046723
19,99,13980,2903,2,108.75325258240883
42,60,16498,3036,3,127.27311055141622
18,87,7389,1726,3,121.52374727485235
38,91,11935,2980,2,110.57369213126427
42,65,2127,1971,2,87.10438764762799
50,72,14871,2104,2,106.6410192741402
53,97,16980,2928,2,114.0219549579974
18,72,17850,3667,1,91.19391229998239
18,51,2046,2632,3,107.47525094215774
59,97,10649,2849,1,79.69415338420832
40,87,19808,3062,1,88.7645741964071
26,68,5569,2911,3,120.40925616218792
44,73,4029,1774,1,76.95103307764006
26,87,432,2264,3,110.78852260997415
22,73,8404,3457,2,101.62890292527074
57,69,5733,1737,1,79.61256763403819
30,71,8051,1579,3,121.3423071735429
57,60,2570,3749,3,110.68098181516378
32,72,1005,2050,3,110.78538973271328
25,83,12138,1643,2,108.71550214131082
24,73,10385,3890,2,115.49692105433445
29,91,9691,2850,3,126.32462866680946
18,62,5910,2700,1,75.87586461465797
36,92,11517,3313,1,81.86962535697212
51,66,5138,3965,2,100.61703338095062
18,73,7048,3653,2,108.05715933904784
50,62,8355,3943,1,75.8988924268318
49,53,18911,3062,3,137.04208083962584
28,72,3886,3622,1,74.05541703220061
25,68,19861,2034,1,90.51587377593926
20,60,3623,2175,1,77.76079963294167
43,62,11751,2696,3,127.27852014914478
47,74,19702,2507,1,81.8672139679529
50,97,9762,3731,2,100.46413365905289
54,97,5812,3577,2,92.54526199013168
33,64,2894,1629,2,99.50050078480785
33,59,1151,3539,1,70.17345687824812
46,79,2433,2328,3,124.44118615930022
23,54,15080,2250,1,90.92079445057836
38,54,4860,3410,3,115.14638184402733
43,51,15296,2376,2,106.82555824738053
26,64,7437,2891,3,124.37500262479311
59,63,15404,3402,2,103.82820624887364
24,50,7026,1595,1,79.57288961938208
58,94,9352,1770,3,110.75759716017711
47,90,4314,3279,2,96.80448633033373
20,64,14106,1516,1,87.58730600334391
25,52,13964,3700,1,94.56307655772598
21,91,10747,1743,1,77.59433985430925
52,97,458,2079,2,88.85264322690541
59,98,3235,3998,1,72.45883676329994
19,61,7751,2624,2,103.44205950388022
40,59,4450,2449,2,94.78293882231192
54,72,11675,1533,2,104.39023127809365
28,83,15394,1743,3,129.8841653041184
44,89,12774,3932,1,87.08482200485591
47,93,18877,2624,1,90.12506126521218
19,58,1290,3183,3,116.79415584804912
23,80,12027,3256,1,90.20762349643415
22,74,17677,2169,3,134.007818920289
19,92,9186,2377,3,133.94417873881886
33,94,13439,3281,2,107.21046342133192
41,59,16343,1831,2,114.01495064339186
31,78,7439,1664,1,81.83577753608678
43,69,8258,3641,3,126.57539430082853
21,71,8568,2248,3,127.51609602662506
24,56,4253,2211,3,113.3187888925203
20,89,1850,3492,3,117.0468095937004
35,94,166,3482,3,121.08346038986053
32,92,10030,3407,1,79.42932318195855
29,92,6824,1852,1,84.65265720817804
39,55,16566,3142,3,127.17109501879533
52,76,11153,1706,2,100.77841437690815
45,90,455,2342,3,117.7676755502474
41,83,8886,2643,3,112.12905234195252
19,56,186,3559,1,82.52206450271832
53,77,1297,3182,3,116.53709289215645
59,62,8120,2162,2,94.29318514828083
57,66,5286,3688,2,90.50347608827255
34,93,16915,3440,2,103.66966423182807
35,65,14061,1732,1,85.63217894675228
