age,weight,steps,activity_level,workout_minutes,calories_burned
48,66,7236,3,34,2086.100927698508
49,86,14600,3,89,2893.954157787842
45,68,18656,3,21,2452.6751544191893
43,92,14891,1,2,1815.9478649710331
37,82,4833,3,44,2091.5781992179777
26,55,10152,2,116,2754.041563906734
42,87,12174,2,91,2672.565047979582
25,84,65,1,3,1259.6445251540306
29,68,12960,2,56,2339.22082560646
41,73,3544,2,28,1719.1912672248577
59,94,8966,1,81,2166.8895296488095
19,75,19141,2,80,2914.920486817476
48,94,3704,3,109,2547.1169859230827
47,69,10999,3,62,2492.979372846326
30,81,17420,1,101,2819.419786630253
34,84,7236,3,108,2762.801804367774
59,86,18524,3,81,2958.8867983808773
44,83,17637,2,118,3048.6889546417897
37,65,5695,3,84,2440.976736750106
50,91,6896,3,50,2225.307577638115
27,73,5225,3,105,2583.7396061620493
27,53,6976,3,58,2347.8949586916283
32,85,6668,2,12,1783.4548435743416
36,75,19492,3,92,3054.639439563435
20,50,15381,3,74,2881.147457510109
27,67,8491,1,67,2255.4655294811396
50,69,10441,3,61,2444.2162935593187
19,83,19115,2,33,2410.9635618980633
57,88,8353,3,15,1910.1839618685403
19,55,18064,1,86,2727.7549590655462
35,51,8427,3,16,2157.0831930429645
49,85,12362,1,76,2360.7912108893656
55,80,5249,3,42,2074.085729154767
37,60,14599,3,99,2930.654601706622
53,55,8021,1,33,1878.7052908585304
51,75,17174,1,39,2144.322825330203
45,65,12709,3,91,2775.4975708870084
52,94,7340,1,76,2122.08951879382
23,60,6657,2,84,2302.4909819799323
49,51,418,1,100,2055.9878228629577
46,50,14479,2,26,2195.634784194759
24,91,11906,2,81,2572.3746133520754
40,52,18408,2,99,2944.790454317864
35,72,19116,3,91,3086.2511106146526
32,60,7497,2,72,2297.0912368393115
26,72,5915,2,14,1807.3844425132338
55,89,4218,2,3,1540.379147755339
59,54,16560,2,9,2040.3217798610635
44,56,3325,2,71,2073.8973112804497
57,96,9140,2,11,1824.8632635594156
53,54,4700,3,89,2420.3619409762223
19,55,5012,3,63,2342.7175075776095
44,85,4393,1,55,1846.315023215572
38,94,1314,3,14,1710.8461804958445
30,54,19519,2,108,3097.624145004997
54,96,8715,1,45,1946.4262988051378
21,65,15499,1,100,2683.2148589049198
38,62,14929,2,69,2570.4140517913725
48,90,16818,3,51,2650.15143590174
43,59,16837,2,106,2870.4095286199345
58,79,8599,3,113,2844.6830529202052
41,68,9621,3,61,2488.3856086847914
28,89,10773,2,48,2254.64346702427
27,78,16322,2,87,2879.689039608323
55,52,979,3,79,2204.4333682691276
19,51,662,1,77,2038.2294933572357
27,60,19394,1,73,2702.77441355628
49,98,11719,3,106,2901.4825545315757
33,60,2815,1,43,1704.534732399308
32,99,19673,2,57,2625.1042873733572
43,89,5498,2,93,2380.833177420485
19,66,5414,3,50,2173.4698561588502
26,63,19870,2,98,3024.298739901678
55,86,3351,3,24,1797.7061974490728
58,73,14614,1,2,1840.3167683174045
29,93,840,1,45,1732.9409179697702
33,51,5306,1,24,1689.1979974804408
43,64,18763,1,69,2582.939137647222
39,82,11951,3,59,2526.198818414757
29,75,7584,1,61,2087.1778433605637
29,71,17098,1,86,2701.0442563136153
58,87,10328,2,72,2480.4879829201604
33,80,12904,2,88,2702.2258707238148
37,84,18731,1,74,2577.066555201216
34,72,12033,2,84,2590.55449880237
31,56,17254,2,34,2497.005103855561
24,52,2241,2,104,2311.9140792795497
59,55,18046,1,99,2729.9334037662834
38,98,17194,2,65,2663.070177013275
48,68,18948,1,104,2763.6071927220287
41,68,14219,1,6,1909.593975194804
52,99,9472,1,67,2036.583889749701
47,67,5507,2,57,2136.9020996235067
42,92,15124,3,17,2372.7967891913054
45,88,6119,3,90,2557.113864251831
53,94,4005,1,10,1554.6830219496317
28,64,10440,1,106,2575.546095224812
38,69,14068,2,43,2274.6430442272517
18,56,12531,3,63,2595.158468302721
33,98,19934,1,80,2682.989196626619
49,71,9511,1,93,2369.448384485429
54,82,18672,1,45,2317.110690218559
22,96,10353,1,3,1677.9210782932516
18,84,2180,3,62,2209.0184466412493
24,97,6864,2,71,2242.158124687609
32,58,10288,2,38,2122.08175161884
56,55,14805,3,54,2569.1551404959987
46,98,600,2,97,2293.2360382053644
25,64,8572,3,80,2567.3642716649015
25,66,5618,2,1,1696.903119311923
45,56,18180,3,32,2581.4876164207312
51,68,8554,1,119,2519.942638996158
36,61,1518,2,1,1445.8545799670642
40,81,4341,2,33,1915.3082415129302
59,96,8696,3,10,1934.6426172962279
38,52,3171,3,10,1753.474517086302
24,53,8516,2,65,2305.7631369626215
32,83,2645,3,76,2377.6693356669216
40,85,15334,1,109,2775.1721435441027
24,65,8092,2,87,2497.806205716141
23,87,4945,1,54,1892.3996878158337
29,93,19462,3,99,3148.272863420246
21,72,3039,1,15,1585.5953939692706
41,76,1679,2,36,1811.536111893113
25,63,17315,3,38,2583.7649349135722
24,94,11329,3,59,2557.0052432871516
59,92,18778,1,16,2112.8494791475377
36,56,16630,2,84,2804.0855787479836
54,72,11924,3,117,3027.6407128726028
26,75,17084,2,111,2990.8573775195973
30,61,1926,1,106,2149.090165546502
36,63,18199,3,98,3001.620713147562
31,76,11655,1,63,2227.8411054396843
57,51,14458,2,29,2191.4138845904668
39,74,10749,1,56,2142.2596155713672
24,97,4370,1,111,2350.3124498261295
57,79,8646,1,7,1687.6585944666244
37,80,3960,1,12,1537.341554159794
26,97,9679,3,74,2584.0830302577947
53,66,6502,1,58,1941.708012640458
18,52,9008,1,52,2204.1354104787943
25,89,3790,2,98,2423.4051513368036
34,68,10229,1,97,2414.603107547612
33,87,8707,2,106,2582.7950932913577
49,88,8619,3,10,1959.6552574773505
26,66,12316,1,69,2234.5808961373073
58,81,3840,1,22,1583.3830034046525
18,99,7387,3,108,2756.619273517522
55,83,15127,3,5,2220.3347278981564
25,51,2108,3,28,1940.7294884601579
41,71,4754,1,7,1534.036297693513
33,76,7479,2,56,2226.057295532488
41,99,8522,1,14,1848.8717623599516
59,83,15819,3,17,2272.2583624898602
33,51,5088,1,36,1735.7113958962818
33,66,16857,2,95,2740.0201830025044
43,72,9420,3,118,2910.5574039316143
23,81,17359,1,87,2668.660312015097
22,71,16473,3,32,2566.4195618656236
47,54,13006,3,26,2212.435371712737
32,68,17982,3,47,2684.2592568704736
55,80,17130,1,106,2706.302323741223
44,60,3006,3,70,2294.440711319155
58,73,18344,3,90,3041.483214091254
29,78,6547,1,76,2170.4195017728794
32,77,11856,2,107,2757.5614409553505
23,89,6880,2,102,2595.133769138166
44,68,3142,2,18,1622.5698824175504
20,87,18998,2,41,2622.2647616006534
45,79,12978,2,29,2152.485946809322
30,64,17692,1,113,2937.4706895707686
53,96,2191,3,83,2303.9640579392444
35,94,12237,2,25,2155.297935358612
25,65,11780,1,10,1904.6405606581156
35,71,1150,3,89,2294.281851664749
44,75,3202,1,59,1784.3850923855673
28,67,12626,3,35,2329.210026228521
43,83,9321,1,5,1558.3592375873052
44,81,7603,2,37,2066.8978793220467
48,89,24,3,52,2007.4905379980873
54,71,7004,3,84,2413.300867832359
59,69,3426,2,115,2414.482295171376
51,67,5416,1,23,1685.9481145196382
48,78,1051,2,93,2197.2693688353247
41,74,2376,2,61,2096.3963924325344
31,66,9313,1,30,1923.5970459373534
20,80,16271,2,49,2494.3154704025524
44,62,17247,2,22,2290.1866208441593
23,84,17535,1,111,2835.931634197752
32,98,15632,3,51,2625.3904367381347
31,55,6679,2,39,2081.4892632468213
48,64,19518,3,40,2630.16978070185
54,98,16395,1,18,1866.6016554035125
30,56,12900,2,29,2187.565063260309
33,61,5649,1,46,1896.206591171694
48,96,18645,2,23,2352.366209048319
33,99,14620,1,61,2341.57166402867
48,82,6270,2,95,2433.070288168348
55,90,6462,2,22,1827.8562945765948
31,73,10147,1,5,1807.0815335855425
55,57,2209,3,72,2172.573538944247
28,93,2107,2,116,2454.160773532354
39,55,11865,3,96,2828.60244058502
34,89,6402,2,90,2413.6963361023522
52,85,2515,1,107,2284.0005594229797
47,69,15918,1,85,2543.4907474484085
32,57,2884,1,24,1672.2398855292042
42,99,11054,2,0,1833.2433778676964
38,56,7439,1,34,1881.2102654142166
57,53,17847,2,79,2795.224928324416
43,60,17570,3,28,2525.6253700019656
57,79,3121,2,50,1908.5780377715112
48,77,3727,1,35,1682.6346877088163
21,50,156,2,26,1727.3273254757592
19,80,4238,1,116,2412.411542135985
36,64,15514,2,43,2376.3441535541415
21,65,6131,2,11,1755.1521606281644
23,73,12892,3,36,2443.9623209345937
44,96,7397,3,51,2225.9703232099246
47,52,7591,2,13,1719.1099683746968
32,51,8173,2,24,1955.0823915044923
47,87,7275,3,16,1961.0837627071203
46,92,4927,3,104,2613.489319500399
58,76,12199,3,66,2503.104456030081
27,80,18065,3,79,2865.6682759831524
29,95,13404,3,4,2157.285014332276
27,52,14271,2,54,2383.1440373460828
43,79,7337,2,56,2137.1709054717617
52,63,820,1,45,1634.8359452557324
50,50,14073,3,60,2592.82872717807
38,90,1871,1,88,2004.610675469255
54,95,9411,1,87,2270.0947630452765
28,84,8482,1,51,2017.3074837106062
19,87,15426,3,40,2444.5374877328222
28,98,4223,1,23,1732.1747203932453
48,73,13859,2,110,2832.344573619193
52,59,4732,2,7,1714.4130958656888
40,76,9161,3,113,2938.271208202065
22,99,10668,3,62,2505.5360056555573
22,79,18879,2,64,2768.3264849010193
52,65,16967,3,110,3170.698253810689
45,50,6102,3,116,2701.732310308026
47,62,4798,1,36,1747.3775012669491
52,53,12848,2,35,2208.3666758505615
30,84,8136,2,38,2036.0236053366193
50,75,9402,2,31,1974.0125940605474
33,59,5807,3,103,2568.753878990158
39,76,7283,3,17,1998.0624322726885
23,64,118,2,38,1790.1775736956804
34,85,11544,3,70,2615.628879154325
50,57,15182,2,58,2460.480216355157
49,83,9932,2,95,2506.6037916151035
44,96,3880,1,42,1836.030572915693
43,70,15131,3,6,2132.426098906846
27,51,7785,3,46,2309.7621764750916
28,84,3534,2,17,1748.2559420787607
36,80,12392,2,49,2390.0290657007417
29,50,5492,2,28,1838.4243894878061
28,83,2908,1,5,1503.6112528328733
51,95,13038,3,92,2789.9587222087775
39,61,18429,1,65,2617.696250372897
49,50,4685,2,4,1545.5478666387007
44,54,2648,2,12,1647.3314949606886
49,80,12239,1,107,2637.2889664345616
52,75,14586,2,22,2157.8931263447867
35,99,19822,3,55,2844.864658159205
38,57,15059,1,60,2374.457902431986
22,98,4084,3,19,1876.182872069448
37,65,7223,3,41,2159.4241848224924
29,74,6038,2,59,2192.917812414415
19,67,7416,1,95,2415.0581914846653
58,86,15361,1,64,2280.7590492417357
54,61,3220,1,93,2140.3400017161307
36,98,9241,3,14,2098.6157041854176
41,93,14064,3,26,2415.691674128017
26,71,2014,3,4,1666.3415514248543
52,73,19538,2,118,3122.634520324333
32,77,9518,2,98,2569.2820198972845
26,70,294,1,86,1924.7086856897204
21,86,14402,3,1,2202.1478397413407
58,65,16219,1,96,2699.442025090685
19,56,8217,3,106,2834.765712733784
22,61,15538,1,44,2293.373239232202
39,79,12923,2,90,2727.201934096225
40,67,13254,3,11,2250.5181315067953
27,84,19229,3,101,3151.2457888331915
20,95,16457,1,89,2763.700151841276
33,58,9254,3,109,2802.8193478677454
50,88,3176,1,98,2169.134473462958
23,53,19748,3,67,2889.4843670337273
26,74,19444,2,118,3185.4286610026165
54,75,3606,3,106,2589.8046036262713
51,74,6183,2,3,1664.7047317368347
26,70,5943,1,1,1502.5181801509134
41,90,5897,1,75,2148.040129239955
18,80,2871,1,13,1543.5587219132049
41,63,3403,2,79,2166.817414462631
25,64,7001,3,19,2066.5157806816032
37,59,3463,2,116,2500.3113709318905
52,99,3387,3,57,2172.2527563947683
33,62,18051,3,71,2887.8994100737254
46,90,17509,2,57,2533.3149883489427
22,81,19520,1,50,2424.9106903206543
54,61,15034,2,24,2270.5878185365123
31,52,13530,2,39,2288.5215127254883
21,76,4792,2,118,2563.5078989793415
22,81,14678,1,75,2470.1721520343817
27,64,19113,3,66,2911.9130790369672
47,90,9306,1,13,1732.2302304805812
38,94,14887,3,61,2666.0900007998807
53,98,1277,3,27,1724.7228480682
37,51,17023,2,65,2689.0890716060776
18,82,13139,2,13,2142.449974434092
48,88,9442,3,90,2741.9459840517075
32,66,12333,2,46,2298.5844666758867
36,92,12886,2,98,2748.3129876756416
48,63,18220,3,78,2892.5510950252697
42,76,1090,1,27,1662.1214973877204
20,91,4,3,33,1876.1685258246257
26,68,6990,2,54,2288.7269020685803
36,66,10634,1,29,1956.6360637430805
39,78,15384,2,30,2152.565671079464
21,53,9496,1,55,2168.665801154408
52,54,4493,2,48,1826.861082132942
48,75,1778,2,115,2306.507556732517
51,50,10342,2,39,2116.4578986852202
23,84,19325,2,62,2762.129349530111
55,79,13758,1,74,2433.85004480415
42,84,15634,3,118,3080.011270389739
50,51,16334,1,117,2827.141197294278
21,63,3476,1,107,2303.8832293880982
27,83,10496,3,24,2198.239659715588
57,63,5320,3,74,2371.0940288781026
29,67,14933,1,15,1993.0276206457393
22,78,4458,1,15,1643.6849282369121
20,68,16246,3,30,2566.1567990274193
21,69,10672,2,5,2019.0384394148728
51,67,19990,1,55,2414.1835713884893
59,50,4127,3,57,2178.9316363562557
44,58,289,1,3,1267.3258949215892
20,58,7474,1,47,2033.7875105560524
29,83,13185,1,1,1783.8638922679777
49,58,928,3,76,2232.1029437161915
36,65,1370,1,83,2069.641315991679
22,92,19253,3,100,3195.6164513331587
46,95,18419,2,99,2904.657355361678
32,50,2045,3,53,2087.6123079389636
35,51,10550,1,117,2673.8532411865513
34,51,17709,3,62,2810.9444744408843
21,92,12211,3,11,2163.576960362774
31,90,11963,3,12,2077.8729744883767
20,80,15249,3,41,2576.662497297019
33,77,237,3,104,2396.1490015922827
19,75,9037,3,4,1994.134196744835
58,83,3411,3,73,2240.618180232242
20,65,3613,1,90,2199.7492946122766
54,55,9444,2,97,2634.950243135644
30,82,5476,1,0,1482.5017583295523
20,70,5393,3,68,2394.623083962616
48,72,13545,1,80,2389.274403398352
19,79,19516,3,9,2493.4033669004493
31,79,1087,1,13,1433.6870950849116
22,87,11094,2,76,2570.4645414153974
37,66,16806,2,49,2525.117850780514
44,87,9601,3,111,2804.0946127893408
27,99,19901,2,23,2354.9164631046274
37,82,9248,1,83,2326.2707186745356
39,72,11227,2,52,2300.8094868602857
57,98,18291,2,65,2694.206754693321
42,87,5518,1,117,2368.259763256434
28,64,5440,1,117,2460.6720575758527
23,79,13282,2,0,1972.3515963139046
29,70,19411,2,96,3020.0524002166476
20,53,12053,3,65,2599.111967917342
50,94,14217,1,80,2489.445004535188
47,63,1116,1,82,2051.44976869588
46,61,16380,3,101,2945.935693339241
51,91,10699,1,63,2183.8403561529767
55,51,19434,1,110,2874.80094351977
36,66,13392,2,69,2490.9247996539502
25,86,18309,3,28,2545.592550878517
27,71,10138,3,11,2001.553906750285
44,87,3978,3,84,2368.1075745066014
35,52,8397,3,55,2438.7644944182384
36,66,7326,2,64,2176.3640220673165
34,70,18223,2,23,2252.3571709270363
59,65,12690,3,101,2854.4924435901858
19,71,19663,1,65,2625.2991871223026
42,82,1542,3,50,2039.8907320600058
45,94,3351,3,65,2245.591660254441
32,65,16519,2,20,2236.4255975748397
52,59,15940,2,63,2552.1736000493006
57,89,8369,1,108,2329.3247914235358
59,96,843,1,80,1939.7771721436952
27,57,18060,3,25,2601.398753688816
50,90,10326,1,51,2076.173954180301
29,50,16027,2,74,2614.893562225717
52,75,13305,3,107,2941.383547475186
59,55,17831,2,10,2079.616787897702
51,87,3992,1,62,1875.6067093256177
18,91,10422,1,72,2250.152345562956
47,81,11101,1,50,2106.985227207153
50,56,14917,3,61,2615.761644374702
52,50,3236,3,66,2299.052202472168
26,64,9900,2,6,1885.2277332379203
42,74,6114,1,118,2352.319564924944
46,87,8667,1,73,2124.406335851215
55,57,6124,2,16,1768.7702561470587
32,80,1717,2,73,2053.211456312867
44,87,16790,2,37,2404.7362693810364
50,87,4847,3,108,2535.6772886429
42,85,9693,1,116,2594.365989776669
54,67,2711,3,119,2649.561045517886
40,70,17675,2,106,2957.145428562291
40,87,12336,1,105,2650.853995078894
21,62,12200,1,110,2638.823926659243
34,64,11301,1,7,1792.184560120187
20,70,17425,1,41,2310.8411530673507
28,85,15424,1,113,2862.4169685528664
27,62,5747,2,108,2566.0088889508684
42,68,391,1,56,1760.9345920806438
21,61,13736,2,59,2415.196433688179
38,92,19183,1,98,2932.5490112956486
45,92,15349,1,49,2270.573215984346
53,54,7983,2,33,1948.2785019960297
44,76,18839,1,54,2466.99356086082
58,96,2321,3,97,2419.486282316563
53,52,8042,3,44,2212.7979957318134
38,51,18750,3,72,2832.1405655035123
24,80,7502,1,93,2418.2934984272924
23,65,18268,3,53,2776.136030414052
24,69,16336,3,11,2345.0971633792583
58,50,5481,1,41,1792.5306396955002
46,99,18353,2,65,2701.7934244756902
32,96,16320,2,99,2771.4663089046144
21,72,672,1,110,2199.1171127125526
37,76,4238,2,82,2271.7311421126033
28,67,14868,3,6,2199.054303491833
51,94,13346,3,26,2289.570028900836
20,98,2247,3,71,2204.781554238555
53,51,8298,3,62,2364.6852748989095
59,91,11839,3,92,2738.199923896451
25,82,8626,2,15,1864.513814752272
37,85,5887,1,114,2417.6652443525168
45,76,4672,3,91,2394.8056656662643
27,90,7341,2,91,2517.6033938786723
27,81,16428,2,15,2187.0669670631146
26,97,16145,2,1,2052.39736151829
32,59,5232,1,102,2302.807123211345
32,65,6938,3,104,2652.4191497192687
19,75,869,1,5,1454.647975261508
43,76,18661,1,74,2534.2132319541647
21,78,6773,1,32,1830.8168775895538
56,59,3704,3,14,1765.369277501025
50,60,18393,1,83,2620.3083205568587
30,79,12532,3,105,2973.377888533527
29,79,4428,3,17,1956.7176545313728
47,76,19026,3,68,2780.0734967342764
55,74,776,2,117,2463.5767527052867
25,80,11263,2,84,2580.3799548783486
21,86,10274,3,54,2402.9031355702023
32,62,14265,1,26,2073.6319088282253
54,55,2273,2,24,1512.603239206067
52,92,9024,1,119,2524.5554141881803
46,53,11930,2,61,2291.8078913570366
23,81,18593,1,86,2709.708098581975
35,70,8478,2,72,2414.854433931646
32,82,14494,2,6,1977.5433390549765
40,91,4882,2,74,2173.711021505749
31,98,6335,1,91,2247.156863142432
33,80,13869,1,70,2449.593495371604
32,99,15513,1,47,2233.381672659693
24,65,3496,2,81,2171.9224484329393
59,95,2739,2,34,1839.0647759750677
43,65,14653,1,58,2289.4969669935285
28,89,5305,1,29,1790.0439365303685
47,57,18449,1,67,2598.538423398803
28,65,19853,3,15,2526.556882950562
46,64,16888,1,90,2625.564652869349
50,95,17000,3,23,2322.349418711269
56,59,9156,3,80,2528.1022022891375
41,77,12414,1,7,1812.9404416637226
53,98,15334,3,81,2807.9857250455966
41,73,9864,3,33,2284.21358322128
51,90,18452,1,40,2224.0496725826483
31,68,11473,3,116,3007.939763257763
30,94,10874,2,91,2626.4418729408712
38,54,18529,2,49,2568.234740255153
42,85,4218,3,45,2131.348166643069
31,54,148,1,9,1367.1533668672776
25,89,8483,2,73,2342.3759554013595
19,96,4522,2,103,2544.0614166936307
46,52,11801,1,35,2043.200481453854
34,74,11315,2,115,2765.5009555134357
24,73,1757,3,114,2568.9305180805845
50,90,3595,2,74,2136.7840175859283
54,91,6516,1,46,1882.4717563686484
37,89,172,2,31,1747.4391265117417
21,64,18390,3,67,2913.198635854015
38,70,12195,1,106,2585.37683405699
45,82,18032,2,16,2303.540451231911
56,73,7072,1,73,2095.0656962688913
37,79,12999,2,77,2502.228732990347
32,96,16344,2,34,2393.3171181558682
26,85,9192,2,26,2054.457396035367
29,52,19923,1,87,2778.0308564782667
19,88,1106,1,60,1860.3637968668977
57,67,5052,2,88,2325.5861165182623
59,61,15996,3,46,2595.511889556861
29,99,12773,1,26,2013.9493200080612
38,97,7830,1,51,2086.821350111938
33,50,7254,3,102,2711.9410623681033
55,94,9921,3,29,2294.67265817554
29,53,9810,1,103,2570.1073187962493
29,76,18651,2,119,3195.4539329155623
29,94,16994,2,89,2880.0313503344973
46,52,7825,1,68,2175.5208926984615
47,55,9932,2,111,2674.2929796910494
50,84,13591,2,9,2050.9036497738375
28,73,5194,3,72,2398.3613678238144
52,67,3306,3,101,2492.7138162606398
23,72,17710,1,106,2792.3596704408033
48,73,8519,2,12,1811.1051546139317
29,83,19974,3,16,2541.2450128339156
24,54,595,3,74,2302.605899753397
27,89,12687,3,39,2345.8290393322636
39,75,2272,1,40,1763.3934563101284
40,74,7988,1,62,2107.187325677906
20,95,17584,3,102,3110.0814728651485
30,92,3731,1,45,1793.0513126339897
54,97,17383,2,62,2596.1040995327335
39,62,12349,2,110,2778.1118706100456
22,62,12844,2,0,1958.3403378387306
56,81,2613,3,65,2141.5737371169093
53,70,900,3,79,2253.096707230324
47,85,13853,1,13,1895.579428736803
24,59,10610,3,3,2006.7459020790793
54,61,6106,2,100,2452.828404084697
32,93,12201,3,6,2203.3574842660582
48,76,11493,2,99,2590.138457316614
29,61,6201,1,63,2089.2062445114766
50,65,19028,3,54,2793.6834949246127
20,61,5078,1,117,2448.5793691835397
24,52,1318,1,97,2076.735240329881
46,84,16640,1,114,2868.530059738046
40,50,16560,2,103,2836.5589466380306
19,83,5282,2,20,1808.9100639651276
22,85,14360,1,80,2571.462008087445
34,90,2141,2,60,1999.2306001916381
58,68,8013,3,63,2330.2828489949807
19,67,2397,2,110,2442.315571017548
48,69,8603,3,66,2402.204146167229
46,68,4409,1,20,1585.8601159238594
53,80,13974,3,48,2438.8239049290814
36,90,8018,2,104,2629.9938169916895
24,89,5995,2,28,1949.4373897718865
25,50,7697,3,71,2474.299582764192
38,81,12395,3,62,2585.1449288901285
43,92,11369,1,26,1872.042024602251
42,79,18004,2,16,2317.8287081737326
48,90,2546,3,1,1649.2620053937753
35,99,6133,1,67,2014.15532195021
23,74,19342,1,14,2188.221359145698
48,78,17723,1,90,2615.4283206294103
46,72,8951,1,29,1939.2555470902475
56,53,3308,1,5,1316.8442922393497
58,54,760,3,2,1538.6217411663652
24,65,1026,3,71,2210.1828000398086
24,94,18090,1,77,2568.5864852635955
20,96,18758,2,72,2828.839347118128
25,70,18530,3,103,3181.627541072989
49,68,5710,1,14,1589.4488192944357
31,96,13293,3,118,3053.2529289798827
48,84,4819,3,11,1846.374432879514
51,94,1247,3,57,2034.5744536597815
25,84,16814,2,38,2430.491874992483
18,86,18907,3,112,3344.5573734667855
45,62,18110,1,46,2361.7125876837554
30,79,7164,3,22,2041.9917503898623
57,72,19237,3,85,2951.244787167395
24,88,15537,3,52,2618.794097039991
36,85,18080,3,14,2376.890731761905
26,72,7020,2,115,2654.269488013599
52,98,15839,2,25,2201.5226791983678
37,56,5293,1,67,2035.0950254957122
42,66,3526,3,81,2314.0165744734695
40,81,15165,1,21,2037.5959079057686
42,72,9663,1,36,1924.927713416414
43,73,11453,1,15,1811.7125916675213
49,73,5716,1,115,2320.7253435914263
57,84,17190,1,51,2316.2552459106737
35,58,14515,3,26,2335.83887246342
34,70,17412,1,81,2623.2865952781362
35,55,1457,2,23,1712.5724484690936
43,96,10013,2,103,2629.412893888562
37,88,14883,1,79,2566.9476618618905
55,89,1551,1,70,1896.9838867536419
31,93,2578,1,44,1775.6096029257114
25,73,4864,3,25,1940.5666843021427
39,54,6293,1,61,1982.4839946566522
46,83,12924,2,69,2482.738706531368
56,57,17925,1,13,2068.508911275033
31,56,4097,1,55,1900.1667097667366
27,76,8941,1,10,1708.7219905522343
33,51,12584,3,3,2003.6577553833379
52,58,11364,2,84,2588.3096165728102
59,82,3388,3,22,1897.9961734620913
42,85,583,1,18,1489.6390327365164
33,59,4774,3,69,2378.094591007704
50,78,8181,1,56,1950.3945297960092
50,72,3713,2,22,1814.3824430396473
58,81,16555,1,27,2107.003060694763
45,75,13521,1,99,2554.5054368721344
34,67,4912,3,0,1740.802065445195
51,91,18264,1,3,2033.068086360015
19,70,14819,2,20,2195.760249720352
50,89,517,3,49,1937.4282842050304
45,99,15388,2,91,2778.1118567526482
48,83,14530,3,64,2629.2024242797556
24,87,11920,1,46,2105.1108847726796
19,89,15896,1,118,2849.995913583823
55,86,4003,1,47,1776.8663265493672
31,70,5084,3,76,2411.4766947889802
57,62,8382,3,76,2466.5016044756558
53,61,15127,1,5,1947.459346633077
21,54,79,2,116,2353.349163371156
35,56,4787,2,26,1847.122774190553
55,81,16089,3,111,3079.2212725390723
32,53,12360,2,72,2498.8601470484914
38,75,15600,2,99,2882.9246314836214
39,61,6709,1,36,1778.5784453371818
56,85,2770,1,89,2135.763807220812
44,87,3391,2,93,2237.722209855122
46,64,12594,1,117,2674.939802799007
47,64,8891,1,39,1886.080096332461
46,84,18371,2,79,2741.7776717191714
44,61,3242,2,24,1704.4876791374081
30,93,15447,1,23,2044.7937758241237
27,78,8995,1,24,1863.5159357022471
56,67,6222,2,44,2049.2445787077163
22,81,15321,2,66,2571.1982990118954
53,64,17473,1,42,2281.842915290345
27,69,13462,2,42,2285.097448972719
38,89,19092,2,119,3211.2180073744235
43,92,5043,1,73,2026.1565424171397
34,70,10656,2,55,2333.2322314972434
28,84,1184,1,95,2047.1766919938848
27,63,14102,3,93,2888.825864397177
27,89,18731,3,62,2859.4493361279415
46,72,19265,3,57,2733.2612645762424
34,88,5995,3,61,2330.9417206990342
36,84,1065,2,19,1533.0509417029991
47,77,1881,2,17,1677.0376999491443
27,71,5846,2,17,1762.6611218533587
38,88,12990,3,5,2127.377620673314
23,74,10499,2,92,2700.5659083362407
38,54,19020,2,94,2921.4224036353767
20,77,18726,2,64,2740.2784646778496
29,66,2189,1,107,2136.8915612320234
19,94,12343,2,44,2356.4430469597405
41,74,3424,2,10,1608.8009480718515
30,76,5525,2,97,2505.977984746981
18,51,6640,3,84,2540.5207455931236
52,58,10750,1,116,2533.3135464932316
23,87,6964,3,109,2786.989370667727
39,92,17567,2,95,2967.592016251299
56,73,9510,3,4,1958.2646275288118
45,67,7098,3,61,2339.06229248567
37,91,6619,1,95,2293.5566535517555
37,50,17972,2,112,3030.06900833327
56,58,4267,2,36,1961.7993656314138
21,97,1105,3,22,1811.5615701389834
49,57,10702,3,20,2073.2893604505234
46,83,19449,2,2,2239.7437525918785
31,81,3808,2,102,2463.5559735936345
19,69,295,1,28,1528.961872114704
31,72,5773,2,84,2248.693443649458
24,53,1683,3,62,2114.043998819889
28,76,18046,2,66,2713.406655668825
56,69,18903,3,89,3001.2844866296437
19,62,11464,3,83,2794.28287683461
54,61,16133,3,53,2696.275136025539
25,63,7890,1,63,2143.4460508420766
18,51,6045,2,81,2299.3868258124958
55,96,7760,3,98,2694.990598240255
23,55,10904,1,30,1876.901244885265
47,50,7838,3,110,2748.9122175474477
25,75,19911,3,47,2780.677193656728
47,76,9992,3,61,2514.249374674073
22,77,16366,3,112,3121.635098597868
55,94,15557,1,73,2461.964923656598
34,94,2745,2,36,1913.8648521368448
57,84,10235,2,75,2301.459202783999
19,66,15374,2,56,2495.4077228607175
55,69,12628,3,119,2991.650711358771
58,95,1548,3,78,2181.6491648307556
35,98,5117,3,75,2369.475016967094
20,51,14088,3,66,2709.841416229198
41,83,15971,3,49,2599.1443611434956
39,57,18695,3,61,2715.9926051569223
46,56,11635,1,105,2634.179861163496
46,74,11924,2,38,2145.6295489932277
37,51,13269,3,23,2321.474343304787
40,64,7496,1,78,2250.160362398365
36,64,9338,1,106,2499.4929669226453
25,70,2534,1,90,2120.1670487553884
42,55,4040,1,0,1464.2076059627727
21,92,14450,1,73,2465.8064738336166
38,88,9460,2,67,2299.9568807238497
28,62,1005,2,54,1950.1835878708039
56,68,1528,3,91,2283.9024195662464
52,84,14399,2,100,2774.4060912407413
20,75,155,1,35,1639.8826893961043
